Low-Density Growth Rate,Migration Rate,Suppressed,Gen Suppressed,Chased,Gen Chased,Avg Nondrive GC during Chase,Var in Nondrive GC during Chase,Avg Overall GC during Chase,Var in Overall GC During Chase,Avg Popsize during Chase,Var in Popsize during Chase,Duration of Chase,Drive Lost,Gen Drive Lost,Equilibrium State,Gen Equilibrium State,Simulation Stopped after 1000,Rate One Drive at End,R1 Resistance Occurred,Gen 10000 R1 Alleles Formed,DriveLostWithChase,DriveLostWithoutChase
6,0.01,0,10000,1,79,0.040547534,0.000285254,0.024785033,0.000128208,12881.49073,14415483.48,921,0,10000,0,10000,1,0.387916,0,10000,0,0
6,0.01,0,10000,1,85,0.043781246,0.000736396,0.026567358,0.000307153,12813.41054,19961743.05,915,0,10000,0,10000,1,0.336544,0,10000,0,0
6,0.01,0,10000,1,82,0.040500932,0.000435896,0.024589012,0.000201064,13110.35667,12618388.62,918,0,10000,0,10000,1,0.374253,0,10000,0,0
6,0.01,0,10000,1,85,0.037830473,0.000200433,0.023221566,8.82E-05,13370.01317,14217410.95,915,0,10000,0,10000,1,0.497871,0,10000,0,0
6,0.01,0,10000,1,72,0.040695701,0.000296281,0.024754531,0.000126799,12923.9513,17799576.37,928,0,10000,0,10000,1,0.423909,0,10000,0,0
6,0.01,0,10000,1,84,0.043781816,0.000390501,0.026289335,0.000157997,12425.03399,16368407.45,916,0,10000,0,10000,1,0.295137,0,10000,0,0
6,0.01,0,10000,1,88,0.042777034,0.000371641,0.02638526,0.000159361,12351.83921,18623761.89,912,0,10000,0,10000,1,0.381888,0,10000,0,0
6,0.01,0,10000,1,80,0.034405765,0.000116523,0.020368611,4.74E-05,13749.09061,8673606.502,920,0,10000,0,10000,1,0.361374,0,10000,0,0
6,0.01,0,10000,1,80,0.033515292,0.000175673,0.019406652,5.47E-05,14623.73362,14903092.57,920,0,10000,0,10000,1,0.285092,0,10000,0,0
6,0.01,0,10000,1,77,0.041887972,0.000321412,0.025406117,0.000129387,12913.79869,17296410.25,923,0,10000,0,10000,1,0.356793,0,10000,0,0
6,0.01,0,10000,1,86,0.039024857,0.000212228,0.023951732,8.31E-05,13182.82198,12311985.6,914,0,10000,0,10000,1,0.404624,0,10000,0,0
6,0.01,0,10000,1,82,0.051430652,0.002535946,0.032221708,0.001220159,12511.54595,23105083.33,918,0,10000,0,10000,1,0.463091,0,10000,0,0
6,0.01,0,10000,1,89,0.045923104,0.00083448,0.02937161,0.000488114,12315.02756,13523319.3,911,0,10000,0,10000,1,0.554621,0,10000,0,0
