Fitness,Drive Efficiency,Suppressed,Gen Suppressed,Chased,Gen Chased,Avg Nondrive GC during Chase,Var in Nondrive GC during Chase,Avg Overall GC during Chase,Var in Overall GC During Chase,Avg Popsize during Chase,Var in Popsize during Chase,Duration of Chase,Drive Lost,Gen Drive Lost,Equilibrium State,Gen Equilibrium State,Simulation Stopped after 1000,Rate One Drive at End,R1 Resistance Occurred,Gen 10000 R1 Alleles Formed,DriveLostWithChase,DriveLostWithoutChase
0.95,0.81,0,10000,1,20,0.03479201,0.00041016,0.01501637,6.38E-05,7227.7377,10356337.2,980,0,10000,0,10000,1,0.774623,0,10000,0,0
0.95,0.81,0,10000,1,21,0.03007539,0.00030969,0.0128625,4.66E-05,7419.35179,9679447.36,979,0,10000,0,10000,1,0.837314,0,10000,0,0
0.95,0.81,0,10000,1,21,0.03282194,0.00034148,0.01380378,5.21E-05,7419.89026,9026099.96,979,0,10000,0,10000,1,0.830606,0,10000,0,0
0.95,0.81,0,10000,1,21,0.03556868,0.00052854,0.01556436,0.00013048,7284.22462,12086376.9,979,0,10000,0,10000,1,0.629864,0,10000,0,0
0.95,0.81,0,10000,1,21,0.03434846,0.00106284,0.01567418,0.00032602,7233.89949,10978140.1,979,0,10000,0,10000,1,0.757467,0,10000,0,0
0.95,0.81,0,10000,1,23,0.03003518,0.00025098,0.01280292,3.91E-05,7177.93731,8493781.31,977,0,10000,0,10000,1,0.737039,0,10000,0,0
0.95,0.81,0,10000,1,22,0.02901693,0.00028236,0.01290878,4.34E-05,7215.17351,9865827.88,978,0,10000,0,10000,1,0.831766,0,10000,0,0
0.95,0.81,0,10000,1,22,0.03443254,0.00052457,0.01574284,0.00013753,7122.10164,10141855.8,978,0,10000,0,10000,1,0.787843,0,10000,0,0
0.95,0.81,0,10000,1,21,0.03206564,0.00034963,0.01374996,6.51E-05,7306.68513,9865158.47,979,0,10000,0,10000,1,0.655849,0,10000,0,0
0.95,0.81,0,10000,1,21,0.03365298,0.00030104,0.01415676,5.72E-05,7680.29026,12727514.5,979,0,10000,0,10000,1,0.821681,0,10000,0,0
0.95,0.81,0,10000,1,21,0.03080728,0.00028772,0.01320845,4.08E-05,7160.51897,7132291.25,979,0,10000,0,10000,1,0.844361,0,10000,0,0
0.95,0.81,0,10000,1,22,0.029436,0.00025278,0.01333203,5.69E-05,7310.86858,10692781.7,978,0,10000,0,10000,1,0.517063,0,10000,0,0
