Avoidance Factor,Fecundity Penalty,Suppressed,Gen Suppressed,Chased,Gen Chased,Avg Nondrive GC during Chase,Var in Nondrive GC during Chase,Avg Overall GC during Chase,Var in Overall GC During Chase,Avg Popsize during Chase,Var in Popsize during Chase,Duration of Chase,Drive Lost,Gen Drive Lost,Equilibrium State,Gen Equilibrium State,Simulation Stopped after 1000,Rate One Drive at End,R1 Resistance Occurred,Gen 10000 R1 Alleles Formed,DriveLostWithChase,DriveLostWithoutChase
-0.9,0,0,10000,1,20,0.04370375,0.00057029,0.01784838,9.11E-05,10408.8904,25208132,980,0,10000,0,10000,1,0.772527,0,10000,0,0
-0.9,0,0,10000,1,20,0.04372597,0.00078874,0.01887963,0.0002051,11203.6096,38996127.2,980,0,10000,0,10000,1,0.495239,0,10000,0,0
-0.9,0,0,10000,1,21,0.04300197,0.00060406,0.01840409,0.0001201,10826.7815,38766040.5,979,0,10000,0,10000,1,0.574313,0,10000,0,0
-0.9,0,0,10000,1,21,0.04255869,0.00052623,0.01808184,0.00013935,11485.0062,34462885.1,979,0,10000,0,10000,1,0.8016,0,10000,0,0
-0.9,0,0,10000,1,21,0.04288524,0.00052329,0.01774983,0.00014568,10689.0739,20007091.9,979,0,10000,0,10000,1,0.595532,0,10000,0,0
-0.9,0,0,10000,1,21,0.04212427,0.00050447,0.0173055,9.46E-05,11057.4677,29348429.2,979,0,10000,0,10000,1,0.641961,0,10000,0,0
-0.9,0,0,10000,1,23,0.04104397,0.00042107,0.01721084,8.44E-05,11095.6197,34118311.7,977,0,10000,0,10000,1,0.393929,0,10000,0,0
-0.9,0,0,10000,1,22,0.0428015,0.00055825,0.01766027,0.00013636,10420.4672,23941150.8,978,0,10000,0,10000,1,0.586781,0,10000,0,0
-0.9,0,0,10000,1,21,0.0411707,0.00039985,0.0169359,8.56E-05,10714.8072,28288084.4,979,0,10000,0,10000,1,0.619751,0,10000,0,0
-0.9,0,0,10000,1,20,0.04066385,0.00036813,0.01664914,6.65E-05,10883.1332,24299485.1,980,0,10000,0,10000,1,0.750043,0,10000,0,0
-0.9,0,0,10000,1,20,0.0420968,0.00053421,0.01762913,0.00010582,10898.2582,29935461.4,980,0,10000,0,10000,1,0.713507,0,10000,0,0
-0.9,0,0,10000,1,20,0.04341555,0.00065169,0.01845933,0.0001386,11003.7182,31815741.8,980,0,10000,0,10000,1,0.679091,0,10000,0,0
-0.9,0,0,10000,1,20,0.04160425,0.00037671,0.01670689,5.29E-05,11177.9908,26420801.7,980,0,10000,0,10000,1,0.599735,0,10000,0,0
-0.9,0,0,10000,1,23,0.04050742,0.00033346,0.01716145,7.16E-05,9943.38952,18476911.9,977,0,10000,0,10000,1,0.67036,0,10000,0,0
-0.9,0,0,10000,1,20,0.04193309,0.00041324,0.01721446,7.44E-05,10440.3176,25939120.5,980,0,10000,0,10000,1,0.604479,0,10000,0,0
-0.9,0,0,10000,1,21,0.04069475,0.00040255,0.0167213,7.68E-05,10588.6308,21343152.8,979,0,10000,0,10000,1,0.605475,0,10000,0,0
