Density,Suppressed, Gen Suppressed, Chased, Gen Chased, Avg GC during Chase, Var in GC during Chase, Avg Popsize during Chase, Var in Popsize during Chase, Duration of Chase, Drive Lost, Gen Drive Lost, Equilibrium State, Gen Equilibrium State, Simulation Stopped after 1000, Rate One Drive at End
100000,0,10000,1,21,0.104002755,0.006717928,3524.471074,38910454.28,125,1,146,0,10000,0,10000
100000,1,185,1,21,0.071487128,0.002666587,8775.805031,89416596.14,163,0,10000,0,10000,0,10000
100000,0,10000,1,20,0.069220959,0.001749264,8212.715909,76437574.77,532,1,552,0,10000,0,10000
100000,0,10000,1,22,0.083133815,0.003149628,11989.38462,115189752.8,30,1,52,0,10000,0,10000
100000,0,10000,1,24,0.072281537,0.003703533,8448.361905,136233596.6,424,1,448,0,10000,0,10000
100000,1,92,1,21,0.072197355,0.001199205,4426.953846,22304694.26,69,0,10000,0,10000,0,10000
100000,0,10000,1,23,0.060779404,0.000980115,8349.25,63798790.31,120,1,143,0,10000,0,10000
110000,1,138,1,21,0.124328088,0.020672823,4579.357143,31517975.03,116,0,10000,0,10000,0,10000
110000,1,101,1,24,0.099784325,0.006811505,9931.819444,176269630.5,76,0,10000,0,10000,0,10000
110000,0,10000,1,25,0.069076491,0.002632983,8821.163265,103493111.1,347,1,372,0,10000,0,10000
110000,0,10000,1,25,0.089814838,0.004193065,5872.484979,118175899.1,237,1,262,0,10000,0,10000
110000,0,10000,1,20,0.129801729,0.018802847,5653.992248,71561280.52,133,1,153,0,10000,0,10000
110000,1,286,1,23,0.076166817,0.00158429,4322.449612,31814481.3,262,0,10000,0,10000,0,10000
110000,1,219,1,24,0.078985951,0.001988796,6072.647368,77944126.2,194,0,10000,0,10000,0,10000
110000,1,437,1,26,0.071748133,0.00220226,12043.27094,258408160.8,410,0,10000,0,10000,0,10000
110000,1,179,1,24,0.068250419,0.002222386,9559.194631,143869944.6,153,0,10000,0,10000,0,10000
110000,1,67,1,22,0.057400118,0.001892837,12040.02564,165064474.8,43,0,10000,0,10000,0,10000
110000,1,463,1,21,0.066438549,0.002115234,12425.99771,289977032,441,0,10000,0,10000,0,10000
